Question,Answer,Wrong_Answer
"Jen used notecards and a study group to try to learn Spanish, and she found studying with the _ was more social. What does the blank refer to in the sentence?",study group,notecards
"Rachel is teaching Samantha how to read a book that is very interesting, since _ is a teacher. Who does the blank refer to in the sentence?",Rachel,Samantha
"Since he was feeling naueous, the man ate the banana instead of the hotdog because the _ soothed his stomach. What does the blank refer to in the sentence?",banana,hotdog
Carrie asked Angela what medicine the doctor had said to get but _ had forgotten. Who does the blank refer to in the sentence?,Angela,Carrie
Jessica was leading the discussion on the current political news but not Megan because _ neglected current events. Who does the blank refer to in the sentence?,Megan,Jessica
The restaurant was offering a crab dish instead of a shrimp dish since the _ were out of season. What does the blank refer to in the sentence?,shrimp,crab
Megan gave a skirt to Tanya to wear at her recital because _ was proud of her. Who does the blank refer to in the sentence?,Megan,Tanya
"Steven handed over the written exam to Adam, because _ wanted to pass the driving test. Who does the blank refer to in the sentence?",Steven,Adam
"Amy had to take a defensive driving course and Jennifer had already taken one, so _ asked all kinds of questions about it. Who does the blank refer to in the sentence?",Amy,Jennifer
"Jessica was sleeping with Amy, who was married, so _ went home to their spouse when they were done. Who does the blank refer to in the sentence?",Amy,Jessica
The girl decided to get her ear pierced rather than her lip because she thought piercing the _ would hurt less. What does the blank refer to in the sentence?,ear,lip
"The pink shirt went with her shoes but not her pants , since the _ matched . What does the blank refer to in the sentence?",shoes,pants
James cleaned his hair with a newly washed cloth and this got the _ clean. What does the blank refer to in the sentence?,hair,cloth
The fashion model kept the new gloves but threw out the pants because the _ were more stylish. What does the blank refer to in the sentence?,gloves,pants
The car with the electrical motor was able to travel further than the car with the gas motor because the _ motor car got worse mileage. What does the blank refer to in the sentence?,gas,electrical
"Cynthia built an intricate city on Minecraft, and Victoria accidentally deleted it which made _ freak out. Who does the blank refer to in the sentence?",Cynthia,Victoria
My shampoo did not lather easily on my Afro hair because the _ is too little. What does the blank refer to in the sentence?,shampoo,hair
Derrick found butterflies to be a nuisance but Ian like them a lot. _ planted some flowers around their house. Who does the blank refer to in the sentence?,Ian,Derrick
Sue took the lemons from the refrigerator and placed them into the bag until the _ was full. What does the blank refer to in the sentence?,bag,refrigerator
"It is easy for Joel to stay motivated but Joseph needs a lot of encouragement, I think _ is a self starter. Who does the blank refer to in the sentence?",Joel,Joseph
"Carrie was told at a young age that she would never have a modeling career like Katrina, due to _ being unattractive. Who does the blank refer to in the sentence?",Carrie,Katrina
"Saturday night William lost the blue denim jacket that he borrowed from Donald, so _ was very annoyed. Who does the blank refer to in the sentence?",Donald,William
Mary is taking care of Laura's babies at her home so _ is saying good-bye to the babies. Who does the blank refer to in the sentence?,Laura,Mary
"Robert made the choice to buy Neil's house, so _ had a lot more money in the bank afterwards. Who does the blank refer to in the sentence?",Neil,Robert
"Benjamin loved to travel all the time, but Craig disdained it, as _ hated being home all the time. Who does the blank refer to in the sentence?",Benjamin,Craig
"James was happy to perform the dance in sweatpants rather than a leotard, as he thought the _ looked very bad on him. What does the blank refer to in the sentence?",leotard,sweatpants
"Elena wanted to friend Maria on Facebook, but she didn't have an account. _ got help setting one up. Who does the blank refer to in the sentence?",Maria,Elena
"Our business struggled in the summer but prospered in the winter, as there were fewer sales in the _ . What does the blank refer to in the sentence?",summer,winter
Jennifer had gotten a worse sunburn than Victoria because _ had stayed outside fishing for longer. Who does the blank refer to in the sentence?,Jennifer,Victoria
Amy wanted to set a coyote trap but Samantha insisted not to. _ was obsessed with wild animals and wanted them healthy. Who does the blank refer to in the sentence?,Samantha,Amy
The acid reflux of Erin was worse than Kayla because _ ate has eaten healthy foods for a long time. Who does the blank refer to in the sentence?,Kayla,Erin
Jameson went to the DMV to get his license and wore the hat for the picture but left the bowtie because the _ was strange. What does the blank refer to in the sentence?,bowtie,hat
There were two houses; one made of straw and one made of concrete; the house made from the _ was solid. What does the blank refer to in the sentence?,concrete,straw
"Megan's personality is more friendly and kind, while Laura is mean, so _ is probably more outgoing. Who does the blank refer to in the sentence?",Megan,Laura
The seamstress wanted to sew the button on the collar of the coat but the _ was too small. What does the blank refer to in the sentence?,collar,button
"They sold their apartment and moved to a new house after she got pregnant, because the _ was too small. What does the blank refer to in the sentence?",apartment,house
The man tried to fit his briefcase inside the cubicle but the _ was too small. What does the blank refer to in the sentence?,cubicle,briefcase
James believes he could get the same number of grams  of stones with equal volume of oil but he was wrong because the _ is lighter. What does the blank refer to in the sentence?,oil,stone
"The rental car company would not let Victoria rent a car, but would let Kayla, due to _ being underage. Who does the blank refer to in the sentence?",Victoria,Kayla
"Derrick made some ramen noodles for lunch while Logan had a salad, _ felt healthy. Who does the blank refer to in the sentence?",Logan,Derrick
